Data Taken from https://www.kaggle.com/datasets/threnjen/board-games-database-from-boardgamegeek?resource=download&select=games.csv,,,
About Board Game Categories and Rankings,,,
Modified/Transformed/Cleaned by Sarah Cannon,,,
For CSCI 36,Fall 2024, Claremont McKenna College,
258148,Power Rangers: Heroes of the Grid,8.05767,Other
258154,Fluttering Souls,6.74759,Other
258160,Profiteers,6.57378,Other
258184,The Battle for Ramadi,7.02353,War
258206,Bears&Bees,6.42299,Other
258207,Milito,6.87896,War
258210,Blitzkrieg!: World War Two in 20 Minutes,7.69137,War
258242,Magnate: The First City,7.89775,Other
258244,Discover: Lands Unknown,5.89245,Thematic
258287,Dragon Boats of the Four Seas,6.96845,Other
258302,Pug You!,3.19201,Other
258308,Fuji,6.656,Other
258309,First Contact,7.05021,Party
258325,Banjooli Xeet (Second Edition),7.0343,Other
258376,The Refuge: Terror from the Deep,7.11134,Other
258377,Polar Smash,5.65806,Other
258389,Futuropia,6.36221,Strategy
258411,Unlock!: Exotic Adventures – Expedition: Challenger,6.83908,Other
258412,Unlock!: Exotic Adventures – Night of the Boogeymen,6.83238,Other
258413,Unlock!: Exotic Adventures – Scheherazade's Last Tale,6.5927,Other
258437,Bukiet,6.65013,Other
258440,(Come on) Let's Quiz Again,7.30882,Other
258444,Gingerbread House,7.02839,Family
258451,Deckscape: The Mystery of Eldorado,6.55579,Other
258457,Anno Domini: Kuriositäten,6.90804,Other
258466,The Great City of Rome,6.33856,Other
258512,Communist Cats,6.69595,Other
258544,Marble Bobsleigh,5.52833,Other
258561,Rap Godz,7.3949,Other
258636,Looterz: Rigor Mortis,7.21985,Other
258665,Get Packing,6.07389,Other
258693,Radetzky: Milano 1848,7.28974,Other
258723,ToeShamBo,5.14276,Other
258725,Lord of the Fries: Superdeluxe Edition,6.54412,Other
258748,Crime Hotel,6.67965,Other
258751,Whiskey Business!,6.71613,Other
258752,Bitcoin Hackers,6.39667,Other
258761,Twisty,7.17551,Other
258775,The Cats of Ulthar Card Game,5.67208,Other
258783,Into the Black Forest,6.38647,Other
258818,Connect 4: Shots,5.96301,Other
258855,Stupid Deaths,4.66094,Other
259005,Farben,6.51477,Other
259038,Bastille,7.15578,Other
259064,Das Maß aller Dinge,6.64286,Other
259066,Commands & Colors: Samurai Battles,8.25534,War
259069,Punto,6.6423,Other
259081,Machi Koro: Legacy,7.05334,Family
259121,Less Than 60 Miles,8.72472,War
259134,Adeptus Titanicus: The Horus Heresy Rules Set,8.35156,Other
259298,The Ancient World (Second Edition),7.63462,Strategy
259310,Sheep Boom Bah,5.61154,Other
259342,Luxantis,6.27451,Other
259345,Snail Sprint!,7.08647,Childrens
259374,Belratti,7.19366,Party
259393,Lunes,7.68215,Other
259394,Storm Above the Reich,8.19148,War
259435,Middle-earth Strategy Battle Game: The Lord of the Rings – Battle of Pelennor Fields,8.68023,Other
259501,Xerxes,6.31791,Other
259525,Mystical Seeds,6.06038,Other
259537,Saint Seiya: Deckbuilding,7.11066,Other
259551,Magic Fold,6.48484,Other
259554,Spoilers: Popcorn Edition,6.09585,Other
259571,Quarriors! Qultimate Quedition,7.81869,Other
259586,Feudum: Big Box,8.30199,Other
259638,10 Latidos,6.38973,Other
259704,Wizard Thieves,8.46458,Other
259708,Diced Tomatoes,5.02083,Other
259710,Arcane Alley,7.13528,Other
259724,EXIT Kids: Code Breaker,6.19512,Other
259727,Owly Tribe,6.35625,Other
259809,Sonar Family,6.91935,Family
259829,Loser,6.25982,Other
259830,Hedgehog Roll,6.72765,Childrens
259837,Crescent City Cargo,7.22829,Other
259857,Jurassic Parts,6.8895,Other
259897,Ghostbusters: The Card Game,5.62455,Other
259945,NFL Showdown,6.26591,Other
259962,Stress Botics,8.40323,Other
259968,What's That Smell?,3.9637,Other
259970,The Lord of the Rings: The Card Game – Two-Player Limited Edition Starter,8.7061,Other
259972,Roll & Wall,5.71838,Other
260000,Escape Room: The Game (Escape Rooms II),6.78612,Other
260015,Gem Hens,6.69156,Other
260033,Concerto,6.47879,Other
260037,Composition,9.10865,Other
260126,New Salem: Second Edition,6.86635,Other
260143,Adventures in Neverland,8.54883,Other
260156,Ocean Crisis,7.00255,Other
260168,Volleyball High,7.17447,Other
260170,Shake Up,7.09082,Family
260201,Manitoba,6.40522,Strategy
260212,The Forgotten City,6.10655,Other
260218,1st & Roll,7.28802,Other
260233,Peppers of the Caribbean,5.56929,Other
260234,Middle-Earth Strategy Battle Game: Rules Manual,8.90718,Other
260238,Claim Kingdoms,5.89848,Other
260239,Dicium,6.93071,Other
260264,Glyph Chess,7.87077,Other
260268,DIG IT UP,5.68056,Other
260269,Eco-Links,6.6917,Other
260277,Rolnicy,6.5369,Other
260282,Pet Evil,8.20588,Other
260298,The Table Is Lava,6.25519,Other
260300,Dungeon Mayhem,6.99843,Family
260307,Kaboom Universe,6.63547,Other
260316,Art Decko,7.15978,Other
260322,Potions Class,6.26456,Other
260329,Jurassic World: The Boardgame,5.84459,Other
260332,Hokkaido,7.02481,Family
260334,Winston,5.82039,Other
260335,Astro Drive,5.99987,Other
260348,Gobi,6.39944,Other
260407,Soviet Kitchen Unleashed,6.91651,Other
260410,Horizon Zero Dawn: The Board Game,7.12872,Other
260428,Pandemic: Fall of Rome,7.69312,Strategy
260465,"Across The Narva: The Soviet Assault on Estonia, February 1944",7.75286,War
260524,Beyond Humanity: Colonies,8.73333,Other
260561,WARIGIN,8.11253,Other
260563,Artline,6.01362,Other
260592,Processing: A Game of Serving Humanity,7.03527,Other
260635,Until Daylight,6.54725,Other
260644,Imagineers,6.5635,Other
260645,1565: St. Elmo's Pay – The Great Siege of Malta,7.54014,Other
260678,Stone Age: Anniversary,8.00253,Other
260694,Catacombs Cubes,6.92931,Other
260704,TonTon,6.37821,Other
260709,Yozu,6.54063,Other
260710,Amul,6.96248,Strategy
260733,The Final Flicktier,7.22143,Other
260757,Lift Off,7.17641,Strategy
260785,Unstable Unicorns: Control,7.22516,Other
260786,Unstable Unicorns: Chaos,7.18724,Other
260788,Knapp Daneben!,6.62723,Other
260789,Assassin's Creed: Brotherhood of Venice,8.74655,Other
260799,Trans Europa & Trans Amerika,7.15228,Other
260815,kNOW!,5.70727,Other
260901,Kakerlacula,5.95263,Other
260904,Crimopolis,7.56441,Other
260922,Deblockle,6.6471,Other
260927,Mississippi Queen,6.81307,Other
260931,Go Go Eskimo,6.11429,Childrens
260934,Ignite,7.95528,Other
260937,Welcome To... Mini,6.9202,Other
260942,Monopoly: Fortnite,5.35491,Other
260980,Power On!,6.457,Other
261009,Inuit: The Snow Folk,6.88876,Other
261112,Predator: Partida de Caza,6.26316,Other
261114,Men at Work,7.31461,Family
261145,Detective Stories: Case 1 – The Fire in Adlerstein,7.73213,Other
261160,The Fulda Gap: The Battle for the Center,7.42115,War
261165,Flip Over Frog,6.70607,Other
261168,Wannabe Football,5.93962,Other
261246,Tiny Ninjas Heroes,7.62375,Family
261262,Blöde Kuh,6.54947,Other
261265,Monster-Bande,7.06,Other
261307,5 Second Rule Jr.,5.26485,Other
261316,Waroong Wars (Second Edition),7.08182,Other
261321,Ascension: Deliverance,8.0296,Other
261342,Old West Empresario,7.23535,Other
261355,Cortex Challenge 3,6.33871,Other
261370,Sarah's Vision,6.24728,Other
261393,Dungeon Universalis,8.87796,Thematic
261424,Big City: 20th Anniversary Jumbo Edition!,7.5591,Other
261449,Sugar Blast,5.88103,Other
261490,Ringo,7.15565,Other
261491,Takla,6.58108,Other
261525,Untamed: Feral Factions,7.57926,Other
261529,The Boldest,6.36177,Thematic
261588,Ascension: Year Five Collector's Edition,8.33382,Other
261594,Warhammer Underworlds: Nightvault,7.88186,Other
261614,Unanimo Party,7.36689,Other
261624,Warfighter Shadow War: The Modern Night Combat Card Game,8.38098,War
261666,Warfighter: The Private Military Contractor Card Game,7.70962,Other
261683,Cloomba,7.07185,Other
261720,Finca,7.72152,Other
261738,Blankout,6.32353,Other
261831,Avocado Smash!,6.17876,Other
261838,Borders of Kanta,7.88084,Other
261898,War For Chicken Island,7.01144,War
261901,Tokyo Highway (4 player),6.96738,Other
261982,Combo Fighter: VS Pack 1,7.20231,Other
261984,Combo Fighter: VS pack 2,7.22052,Other
261985,Combo Fighter: VS pack 3,7.17023,Other
262042,Gardens of Babylon,6.80872,Other
262114,Rival Restaurants,7.85451,Family
262122,Quix!,7.27762,Other
262135,Anomaly,7.10059,Other
262141,Dungeon Brawler,6.59341,Other
262164,Mob Sitters,7.40806,Other
262188,Dinoblivion,7.49688,Other
262198,Sea Evil,8.3041,Other
262201,Sword & Sorcery: Ancient Chronicles,8.72203,Other
262208,Dungeon Drop,6.87678,Family
262211,Cloudspire,8.26495,Strategy
262215,Blackout: Hong Kong,7.48414,Strategy
262262,The Stars Align,7.03241,Other
262273,Big Dig,6.17684,Other
262274,"D6: Dungeons, Dudes, Dames, Danger, Dice and Dragons!",7.7768,Other
262275,Dust in the Wings,6.24053,Other
262291,Barakka,7.05,Other
262310,Tasty Humans,6.92181,Other
262341,TTMC: Tu te mets combien ?,7.26109,Other
262370,Spiky Dastards,5.95869,Other
262381,Amazed: the Game,4.92482,Other
262388,Qwantum,6.33492,Other
262443,Shadow Blocks,6.35968,Other
262447,MeowMeow Mia,6.87209,Other
262479,Pucket,6.66441,Other
262498,Puzzle Dungeon,7.8493,Other
262520,Chachapoya,7.54048,Other
262534,Oak & Iron: Core Box,8.758,War
262540,Freshwater Fly,7.29833,Strategy
262543,Wavelength,7.45004,Party
262547,Don't Get Got!,7.13095,Party
262554,"Warhammer 40,000: Speed Freeks",7.30918,Other
262566,Dubbe,6.47803,Other
262621,The Soo Line,6.94261,Other
262622,Absolutely Aces,5.76562,Other
262626,Gnomes at Midnight,7.5307,Other
262712,Res Arcana,7.742,Strategy
262733,Reichbusters: Projekt Vril,7.709,Thematic
262770,Twin Stars: Adventure Series II,7.22435,Other
262806,FILLIT,7.08714,Other
262818,The Cousins' War (Second Edition),7.28122,War
262899,La Petite Mort,6.45581,Other
262939,Far Away,7.72115,Other
262941,Dominant Species: Marine,8.2063,Strategy
262994,Valda,7.52704,Other
263051,Big Easy Busking,7.15278,Other
263085,Darksiders: The Forbidden Land,8.5199,Other
263089,Zoocracy,6.63148,Strategy
263155,One Key,6.56625,Other
263168,Paradox University,7.33714,Other
263175,Torpedo Dice,6.87833,Other
263177,The Battle of Five Armies Collector's Edition,8.94429,Other
263178,Who Goes There? Deluxe Edition,7.64402,Other
263189,Harry Potter: A Year at Hogwarts,5.49284,Other
263192,Teenage Mutant Ninja Turtles Adventures: Change is Constant,8.39585,Other
263222,Shards of the Jaguar,8.72222,Other
263223,Next War: Vietnam,8.40781,War
263301,Imperium Romanum,7.92128,War
263312,Pathogenesis (Second Edition),7.15806,Other
263351,Abstratus,8.10937,Other
263360,Shy Monsters,6.83957,Other
263421,Enigma: Beyond Code,6.81311,Other
263426,Officinalis,5.40319,Other
263437,Crypto Cartel,5.59459,Other
263736,Warhammer Age of Sigmar: The Rise & Fall of Anvalor,6.70514,Other
263744,Jonathan Strange & Mr Norrell: A Board Game of English Magic,6.36256,Other
263763,Stworze International Edition,7.65739,Thematic
263809,Zombie Bus,6.75294,Other
263894,Grind House,6.82206,Other
263918,Cartographers,7.71675,Family
263938,Paupers' Ladder,7.48347,Other
263996,Melee & Wizard,8.37273,Other
264052,Circadians: First Light,7.68918,Strategy
264055,Draftosaurus,7.15931,Family
264141,Kodachi,7.45447,Other
264154,Thrown,5.72581,Other
264157,Star Trek: Conflick in the Neutral Zone,6.22391,Other
264164,Night of the Living Dead: A Zombicide Game,7.52304,Other
264196,Dungeons & Dragons: Waterdeep – Dungeon of the Mad Mage Board Game,7.82255,Strategy
264198,Warhammer Quest: Blackstone Fortress,7.93521,Thematic
264212,Curators,7.11103,Other
264220,Tainted Grail: The Fall of Avalon,8.27228,Thematic
264221,Mini Miners,7.4718,Other
264239,Patchwork Doodle,6.6539,Family
264242,Bloxx!,6.37828,Other
264278,Dice Upon a Time,6.97491,Other
264282,Red Light: A Star is Porn,5.70226,Other
264295,Fabulantica,7.19275,Childrens
264314,Crave,6.98732,Other
264318,Monsieur Carrousel,7.05882,Other
264321,Dead Man's Cabal,6.74559,Other
264326,K'uh Nah,6.53101,Other
264410,Dinos Not Assembled,6.54194,Other
264452,High Risk,6.08977,Other
264566,Card Capture,7.19423,Other
264637,Yokohama Duel,7.54995,Other
264638,5x5 City,6.99337,Other
264647,Age of Civilization,7.12816,Strategy
264654,Possession: A Daemonic Card Game,5.94792,Other
264656,Vivaldi,6.50667,Other
264660,Can't Catch Harry,5.14624,Other
264669,Antietam 1862,7.74675,War
264714,The Game of Life: Quarter-Life Crisis,5.24118,Other
264742,Jabberwocky,7.20167,Other
264797,Kushi Express,6.60789,Other
264806,We're Doomed!,6.57318,Other
264843,El Maestro,6.11806,Other
264858,Moonshine Empire,7.46206,Other
264925,Nocturion,6.59209,Other
264948,LANDER,7.52923,Other
264970,Scotland Yard: The Dice Game,6.73281,Family
264982,Coloma,7.40749,Strategy
264989,Flushin' Frenzy,4.6283,Other
264991,Par Odin,6.938,Other
265017,Tortuga 2199,7.33822,Other
265019,MAMEY,6.67045,Other
265026,The Floor is Lava,4.88691,Other
265031,Ice Team,6.79145,Other
265039,A Song of Ice & Fire: Tabletop Miniatures Game – Night's Watch Starter Set,8.44361,War
265105,Red Dragon,6.625,Other
265113,ESCAPE Dysturbia: Mörderischer Maskenball,7.31117,Other
265120,Copernico,7.41667,Other
265188,Glen More II: Chronicles,7.99998,Strategy
265202,Bag of Dungeon: A Fantasy Adventure Game,7.00169,Other
265204,Pocket Landship,7.1986,War
265219,Chicken Time Warp,6.65972,Other
265226,Mint Tin Mini Skulduggery,7.94876,Other
265249,Greenville 1989,7.00925,Other
265260,Revolution of 1828,6.53703,Strategy
265285,Queenz: To Bee or Not to Bee,7.15593,Other
265286,War of the Three Kingdoms,7.02941,Other
265293,Space Worm,6.65441,Family
265297,Monopoly for Millennials,5.20475,Other
265304,A Billion Suns: Interstellar Fleet Battles,8.45532,Other
265316,Black Mirror: NOSEDIVE,4.3901,Other
265381,DANY,6.89667,Other
265399,Godsforge,6.61378,Other
265402,In the Hall of the Mountain King,7.78187,Strategy
265430,Elekt,7.74043,Other
265489,Gettysburg,7.27245,War
265524,Ramen Fury,6.2605,Family
265569,What's Missing?,6.87577,Other
265571,Monopoly: Game of Thrones,5.6386,Other
265575,Materia Prima: The Alchemists Guild,7.45612,Other
265583,Dino Dump,5.72731,Other
265585,Linkee 3,6.65,Other
265634,DOCE,7.30811,Other
265635,Space Race,7.3567,Other
265681,Montmartre,6.56897,Other
265682,Dunaïa,6.92895,Other
265683,Second Chance,6.70513,Family
265684,Subtext,6.43467,Party
265712,Niepodległa,7.09244,Other
265715,METAL,6.33333,Other
265736,Tiny Towns,7.32242,Family
265752,Exceed: Street Fighter – Ryu Box,7.98966,Other
265754,Exceed: Street Fighter – M. Bison Box,8.43804,Other
265755,Exceed: Street Fighter – Chun-Li Box,8.41152,Other
265771,Dance Card!,8.12326,Other
265784,Cleopatra and the Society of Architects: Deluxe Edition,7.6439,Other
265785,Rune,6.86441,Abstract
265832,WTF?,4.74062,Other
265912,Selfish: Space Edition,6.55036,Other
265917,Winterborne,7.23188,Other
265947,"Jours de Gloire: Battle of Issy, 1815",7.16333,War
266031,Meme: The Game – Disney Edition,5.08328,Other
266071,Obama Llama 2,6.43269,Other
266078,Hochspannung,5.53333,Other
266079,Galactiquest,5.51466,Other
266083,L.L.A.M.A.,6.48772,Family
266092,MonsterSlap,5.14286,Other
266102,2491 Planetship,6.97344,Other
266121,Unlock!: Heroic Adventures,7.72672,Thematic
266129,Timeline: Science Museum,7.02931,Other
266140,Unforgiven: The Lincoln Assassination Trial,7.82074,Other
266141,Castello Methoni,6.82184,Other
266164,Babylonia,7.71737,Strategy
266177,Tsuro: Phoenix Rising,6.52818,Other
266179,Space Gate Odyssey,7.07632,Strategy
266188,Seven Bridges,7.58919,Other
266219,Tiny Epic Zombies: Deluxe Edition,7.22225,Other
266259,Caffeine Hit,6.01892,Other
266266,Murder Mystery Party Case Files: Death in Antarctica,7.26544,Other
266304,MegaCity: Oceania,6.84,Other
266308,100% Beef Showdown,5.58235,Other
266381,ZU Tiles: Hime Starter Set 1,8.01143,Other
266421,Ubongo! Fun-Size Edition,6.35275,Other
266444,Sherlock: 13 Hostages,6.75077,Other
266445,Sherlock: Propagation,6.87804,Other
266446,Sherlock: Paradero Desconocido,6.93404,Other
266447,Greenland (Third Edition),7.24363,Other
266448,Imperium: The Contention,8.1794,Other
266460,Yinzi,7.56871,Strategy
266504,Dig Your Way Out,7.41312,Other
266507,Clank!: Legacy – Acquisitions Incorporated,8.69604,Thematic
266524,PARKS,7.81135,Family
266525,Yoz,6.15976,Other
266538,Aftershock: San Francisco & Venice,6.77523,Other
266564,Dawn of Mankind,6.87911,Other
266651,Tangled Timelines,5.27273,Other
266652,Raid on Takao,6.54878,Other
266722,Rumble Nation,7.33209,Strategy
266744,Rick and Morty: Look Who's Purging Now Card Game,6.11702,Other
266747,Challenge of the Superfriends Card Game,5.61134,Other
266756,Devil Boats: PT Boats in the Solomons,7.08485,War
266769,Jinja,7.67424,Other
266771,Too Many Poops,6.29751,Other
266802,Escape Room: The Game – Jumanji,6.66548,Other
266810,Paladins of the West Kingdom,8.0328,Strategy
266842,The Walking Dead: Something to Fear,6.27282,Other
266936,Slyville,6.74112,Other
266938,Smash Up: World Tour – International Incident,7.52304,Other
266940,Widget Ridge,7.46415,Other
266964,Dice Throne: Season Two – Seraph v. Vampire Lord,7.89241,Other
266965,Dice Throne: Season Two – Tactician v. Huntress,7.87895,Other
266966,Dice Throne: Season Two – Gunslinger v. Samurai,7.6377,Other
266967,Dice Throne: Season Two – Cursed Pirate v. Artificer,7.90053,Other
266968,Struggle for Europe 1939 - 1945,7.02679,War
266980,Steamopolis,6.88421,Other
266993,Call to Adventure: The Stormlight Archive,7.26028,Other
267009,Rome & Roll,7.0153,Strategy
267013,Kung Fur Fight!,7.89925,Other
267030,The Singaporean Dream,5.37708,Other
267036,Core Connection: Rise of Atlantis,7.03673,Other
267058,300: Earth & Water,7.67922,War
267127,Aerion,7.47172,Strategy
267133,Carnavalo,6.8902,Other
267179,Port Gdańsk,7.05,Other
267182,Anthelion: Conclave of Power,6.91408,Other
267243,The Conquistadors: The Spanish Conquest of the Americas 1518-1548,7.17414,War
267244,The Defence of Procyon III,8.29487,Other
267246,Blade Rondo,6.88438,Other
267271,Egizia: Shifting Sands,7.63107,Strategy
267313,Plażing: parawany w dłoń,7.27766,Other
267314,My First Castle Panic,6.76865,Childrens
267319,Roam,7.42414,Family
267333,Goetia: Nine Kings of Solomon,7.8808,Other
267359,Match Up! Food,6.46979,Other
267367,Suburbia: Collector's Edition,8.14521,Other
267370,Cities: Skylines – The Board Game,6.71228,Family
267377,WWII Commander: Battle of the Bulge,7.93571,War
267397,Fired Up,7.7771,Strategy
267401,Lawyer Up,7.20566,Other
